#seq_id	start_pos	end_pos	seq_len	action	div	agg_cont_cov	top_tax_name	sample
ctg4543	1	8977	8977	EXCLUDE	prok:high GC Gram+	100	Microbacterium sp. UBA3486	Quesada_SQIIe_MSU1
ctg8358	1	135793	135793	EXCLUDE	prok:a-proteobacteria	95	Novosphingobium guangzhouense	Quesada_SQIIe_MSU1
ctg8227	1	87655	87655	EXCLUDE	prok:a-proteobacteria	97	Novosphingobium resinovorum	Quesada_SQIIe_MSU1
ctg4944	1	7278	7278	EXCLUDE	prok:b-proteobacteria	97	Methylophilus sp. UBA6697	Quesada_SQIIe_MSU1
ctg4975	1	9800	9800	EXCLUDE	prok:high GC Gram+	99	Microbacterium oleivorans	Quesada_SQIIe_MSU1
ctg6587	1	18481	18481	EXCLUDE	prok:high GC Gram+	83	Nocardioides speluncae	Quesada_SQIIe_MSU1
ctg8397	1	165951	165951	EXCLUDE	prok:high GC Gram+	95	Microbacterium phyllosphaerae	Quesada_SQIIe_MSU1
ctg8383	1	145734	145734	EXCLUDE	prok:a-proteobacteria	98	Shinella lacus	Quesada_SQIIe_MSU1
ctg6843	1	25121	25121	EXCLUDE	prok:b-proteobacteria	94	Acidovorax wautersii	Quesada_SQIIe_MSU1
ctg6210	1	17127	17127	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium fabacearum	Quesada_SQIIe_MSU1
ctg2838	1	5339	5339	EXCLUDE	prok:high GC Gram+	100	Microbacterium foliorum	Quesada_SQIIe_MSU1
ctg6902	1	24387	24387	EXCLUDE	prok:a-proteobacteria	97	Shinella yambaruensis	Quesada_SQIIe_MSU1
ctg6868	1	26046	26046	EXCLUDE	prok:a-proteobacteria	86	Novosphingobium resinovorum	Quesada_SQIIe_MSU1
ctg7785	1	49485	49485	EXCLUDE	prok:a-proteobacteria	98	Devosia elaeis	Quesada_SQIIe_MSU1
ctg2293	1	5614	5614	EXCLUDE	prok:g-proteobacteria	98	Pseudomonas capeferrum	Quesada_SQIIe_MSU1
ctg4650	1	8320	8320	EXCLUDE	prok:b-proteobacteria	100	Mitsuaria chitinivorans	Quesada_SQIIe_MSU1
ctg4939	1	8843	8843	EXCLUDE	prok:b-proteobacteria	100	Mitsuaria chitinivorans	Quesada_SQIIe_MSU1
ctg6465	1	18407	18407	EXCLUDE	prok:b-proteobacteria	100	Mitsuaria chitosanitabida	Quesada_SQIIe_MSU1
ctg8366	1	156355	156355	EXCLUDE	prok:b-proteobacteria	94	Acidovorax wautersii	Quesada_SQIIe_MSU1
ctg7765	1	44884	44884	EXCLUDE	prok:a-proteobacteria	92	Rhizobium album	Quesada_SQIIe_MSU1
ctg8548	1	350217	350217	EXCLUDE	prok:b-proteobacteria	97	Xenophilus azovorans	Quesada_SQIIe_MSU1
ctg6605	1	25598	25598	EXCLUDE	prok:b-proteobacteria	100	Methylophilus rhizosphaerae	Quesada_SQIIe_MSU1
ctg5047	1	12310	12310	EXCLUDE	prok:b-proteobacteria	100	Pseudorhodoferax soli	Quesada_SQIIe_MSU1
ctg4288	1	7940	7940	EXCLUDE	prok:a-proteobacteria	100	Devosia ginsengisoli	Quesada_SQIIe_MSU1
ctg8352	1	136566	136566	EXCLUDE	prok:a-proteobacteria	95	Devosia soli	Quesada_SQIIe_MSU1
ctg5037	1	10053	10053	EXCLUDE	prok:a-proteobacteria	100	Devosia insulae	Quesada_SQIIe_MSU1
ctg6170	1	18114	18114	EXCLUDE	prok:a-proteobacteria	93	Caulobacter segnis	Quesada_SQIIe_MSU1
ctg6937	1	25792	25792	EXCLUDE	prok:high GC Gram+	100	Nocardioides litoris	Quesada_SQIIe_MSU1
ctg6462	1	21050	21050	EXCLUDE	prok:high GC Gram+	62	Jiangella anatolica	Quesada_SQIIe_MSU1
ctg6864	1	27588	27588	EXCLUDE	prok:a-proteobacteria	98	Devosia soli	Quesada_SQIIe_MSU1
ctg4479	1	9481	9481	EXCLUDE	prok:a-proteobacteria	100	Rhizobium album	Quesada_SQIIe_MSU1
ctg6601	1	17361	17361	EXCLUDE	prok:a-proteobacteria	93	Shinella yambaruensis	Quesada_SQIIe_MSU1
ctg6926	1	23185	23185	EXCLUDE	prok:a-proteobacteria	98	Agrobacterium fabacearum	Quesada_SQIIe_MSU1
ctg7454	1	30179	30179	EXCLUDE	prok:a-proteobacteria	100	Novosphingobium resinovorum	Quesada_SQIIe_MSU1
ctg5033	1	10357	10357	EXCLUDE	prok:a-proteobacteria	100	Rhodopseudomonas boonkerdii	Quesada_SQIIe_MSU1
ctg4902	1	10695	10695	EXCLUDE	prok:b-proteobacteria	100	Pseudorhodoferax aquiterrae	Quesada_SQIIe_MSU1
ctg6839	1	22159	22159	EXCLUDE	prok:high GC Gram+	98	Microbacterium oleivorans	Quesada_SQIIe_MSU1
ctg7814	1	50224	50224	EXCLUDE	prok:b-proteobacteria	88	Pseudorhodoferax soli	Quesada_SQIIe_MSU1
ctg4458	1	5061	5061	EXCLUDE	prok:a-proteobacteria	100	Bosea robiniae	Quesada_SQIIe_MSU1
ctg6286	1	18644	18644	EXCLUDE	prok:a-proteobacteria	98	Devosia soli	Quesada_SQIIe_MSU1
ctg4974	1	14207	14207	EXCLUDE	prok:CFB group bacteria	91	Paraflavitalea devenefica	Quesada_SQIIe_MSU1
ctg6595	1	18067	18067	EXCLUDE	prok:a-proteobacteria	100	Rhizobium album	Quesada_SQIIe_MSU1
ctg4497	1	8317	8317	EXCLUDE	prok:b-proteobacteria	77	Pseudorhodoferax soli	Quesada_SQIIe_MSU1
ctg8374	1	119570	119570	EXCLUDE	prok:a-proteobacteria	88	Novosphingobium guangzhouense	Quesada_SQIIe_MSU1
ctg8670	1	1097272	1097272	EXCLUDE	prok:b-proteobacteria	96	Comamonas thiooxydans	Quesada_SQIIe_MSU1
ctg7434	1	29601	29601	EXCLUDE	prok:a-proteobacteria	91	Devosia beringensis	Quesada_SQIIe_MSU1
ctg5066	1	11267	11267	EXCLUDE	prok:CFB group bacteria	88	Pseudobacter sp.	Quesada_SQIIe_MSU1
ctg6940	1	25180	25180	EXCLUDE	prok:CFB group bacteria	83	Pseudobacter ginsenosidimutans	Quesada_SQIIe_MSU1
ctg4474	1	6591	6591	EXCLUDE	prok:b-proteobacteria	77	Pseudorhodoferax aquiterrae	Quesada_SQIIe_MSU1
ctg8371	1	155094	155094	EXCLUDE	prok:b-proteobacteria	98	Acidovorax wautersii	Quesada_SQIIe_MSU1
ctg2866	1	7328	7328	EXCLUDE	prok:CFB group bacteria	61	Dyadobacter beijingensis	Quesada_SQIIe_MSU1
ctg7761	1	49544	49544	EXCLUDE	prok:a-proteobacteria	89	Devosia sp. 66-14	Quesada_SQIIe_MSU1
ctg6162	1	19145	19145	EXCLUDE	prok:b-proteobacteria	76	Methylophilus methylotrophus	Quesada_SQIIe_MSU1
ctg4436	1	8874	8874	EXCLUDE	prok:a-proteobacteria	90	Kaistia dalseonensis	Quesada_SQIIe_MSU1
ctg4463	1	10188	10188	EXCLUDE	prok:b-proteobacteria	100	Methylophilus rhizosphaerae	Quesada_SQIIe_MSU1
ctg4291	1	7074	7074	EXCLUDE	prok:a-proteobacteria	100	Devosia pacifica	Quesada_SQIIe_MSU1
ctg4467	1	11570	11570	EXCLUDE	prok:high GC Gram+	64	Microbacterium enclense	Quesada_SQIIe_MSU1
ctg6164	1	18870	18870	EXCLUDE	prok:a-proteobacteria	92	Devosia sp. 66-14	Quesada_SQIIe_MSU1
ctg4913	1	9419	9419	EXCLUDE	prok:b-proteobacteria	100	Delftia acidovorans	Quesada_SQIIe_MSU1
ctg6850	1	23779	23779	EXCLUDE	prok:b-proteobacteria	100	Delftia acidovorans	Quesada_SQIIe_MSU1
ctg6945	1	21885	21885	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium cavarae	Quesada_SQIIe_MSU1
ctg3237	1	5614	5614	EXCLUDE	prok:high GC Gram+	100	Microbacterium foliorum	Quesada_SQIIe_MSU1
ctg6578	1	27279	27279	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas muyukensis	Quesada_SQIIe_MSU1
ctg6160	1	17175	17175	EXCLUDE	prok:a-proteobacteria	100	Bosea robiniae	Quesada_SQIIe_MSU1
ctg4972	1	9017	9017	EXCLUDE	prok:b-proteobacteria	100	Pigmentiphaga kullae	Quesada_SQIIe_MSU1
ctg4910	1	9138	9138	EXCLUDE	prok:a-proteobacteria	100	Caulobacter segnis	Quesada_SQIIe_MSU1
ctg8545	1	322194	322194	EXCLUDE	prok:high GC Gram+	98	Agromyces atrinae	Quesada_SQIIe_MSU1
ctg5063	1	10807	10807	EXCLUDE	prok:a-proteobacteria	100	Roseomonas deserti	Quesada_SQIIe_MSU1
ctg8718	1	5953736	5953736	EXCLUDE	prok:g-proteobacteria	98	Pseudomonas alloputida	Quesada_SQIIe_MSU1
ctg8370	1	161534	161534	EXCLUDE	prok:CFB group bacteria	98	Dyadobacter luteus	Quesada_SQIIe_MSU1
ctg4920	1	6475	6475	EXCLUDE	prok:high GC Gram+	100	Microbacterium wangchenii	Quesada_SQIIe_MSU1
ctg6597	1	20404	20404	EXCLUDE	prok:a-proteobacteria	100	Devosia soli	Quesada_SQIIe_MSU1
ctg6213	1	18229	18229	EXCLUDE	prok:high GC Gram+	100	Aeromicrobium sp.	Quesada_SQIIe_MSU1
ctg4971	1	9621	9621	EXCLUDE	prok:a-proteobacteria	100	Devosia sp. 66-14	Quesada_SQIIe_MSU1
ctg4907	1	7819	7819	EXCLUDE	prok:a-proteobacteria	100	Novosphingobium resinovorum	Quesada_SQIIe_MSU1
ctg7274	1	23643	23643	EXCLUDE	prok:a-proteobacteria	100	Bosea robiniae	Quesada_SQIIe_MSU1
ctg4654	1	8749	8749	EXCLUDE	prok:a-proteobacteria	100	Devosia lucknowensis	Quesada_SQIIe_MSU1
ctg7440	1	31364	31364	EXCLUDE	prok:a-proteobacteria	97	Shinella sp.	Quesada_SQIIe_MSU1
ctg4455	1	8667	8667	EXCLUDE	prok:a-proteobacteria	66	Rhodopseudomonas boonkerdii	Quesada_SQIIe_MSU1
ctg5042	1	11676	11676	EXCLUDE	prok:a-proteobacteria	94	Devosia riboflavina	Quesada_SQIIe_MSU1
ctg6252	1	15099	15099	EXCLUDE	prok:b-proteobacteria	91	Mitsuaria chitinivorans	Quesada_SQIIe_MSU1
ctg8401	1	151327	151327	EXCLUDE	prok:a-proteobacteria	79	Rhizobium glycinendophyticum	Quesada_SQIIe_MSU1
ctg8369	1	150702	150702	EXCLUDE	prok:high GC Gram+	79	Nakamurella flavida	Quesada_SQIIe_MSU1
ctg8224	1	103315	103315	EXCLUDE	prok:CFB group bacteria	40	Niabella ginsenosidivorans	Quesada_SQIIe_MSU1
ctg6169	1	15751	15751	EXCLUDE	prok:a-proteobacteria	83	Methylobacterium sp. SCN 67-24	Quesada_SQIIe_MSU1
ctg4909	1	10331	10331	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium fabacearum	Quesada_SQIIe_MSU1
ctg6458	1	18954	18954	EXCLUDE	prok:high GC Gram+	96	Microbacterium liquefaciens	Quesada_SQIIe_MSU1
ctg6932	1	28483	28483	EXCLUDE	prok:a-proteobacteria	92	Devosia soli	Quesada_SQIIe_MSU1
ctg8363	1	149365	149365	EXCLUDE	prok:a-proteobacteria	100	Caulobacter radicis	Quesada_SQIIe_MSU1
ctg6886	1	22000	22000	EXCLUDE	prok:a-proteobacteria	96	Caulobacter vibrioides	Quesada_SQIIe_MSU1
ctg5057	1	10912	10912	EXCLUDE	prok:a-proteobacteria	80	Bosea robiniae	Quesada_SQIIe_MSU1
ctg8380	1	139628	139628	EXCLUDE	prok:high GC Gram+	85	Agromyces agglutinans	Quesada_SQIIe_MSU1
ctg6582	1	17818	17818	EXCLUDE	prok:high GC Gram+	98	Nocardioides litoris	Quesada_SQIIe_MSU1
ctg6943	1	23957	23957	EXCLUDE	prok:a-proteobacteria	100	Shinella yambaruensis	Quesada_SQIIe_MSU1
ctg4485	1	7784	7784	EXCLUDE	prok:a-proteobacteria	71	Devosia insulae	Quesada_SQIIe_MSU1
ctg4941	1	10090	10090	EXCLUDE	prok:a-proteobacteria	98	Shinella fusca	Quesada_SQIIe_MSU1
ctg6882	1	27681	27681	EXCLUDE	prok:b-proteobacteria	100	Pseudorhodoferax aquiterrae	Quesada_SQIIe_MSU1
ctg7758	1	46707	46707	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium fabacearum	Quesada_SQIIe_MSU1
ctg6168	1	17425	17425	EXCLUDE	prok:high GC Gram+	100	Nocardioides litoris	Quesada_SQIIe_MSU1
ctg4979	1	6987	6987	EXCLUDE	prok:high GC Gram+	98	Nocardioides litoris	Quesada_SQIIe_MSU1
ctg6591	1	19132	19132	EXCLUDE	prok:a-proteobacteria	98	Ancylobacter polymorphus	Quesada_SQIIe_MSU1
ctg2774	1	5076	5076	EXCLUDE	prok:a-proteobacteria	87	Shinella zoogloeoides	Quesada_SQIIe_MSU1
ctg8378	1	155362	155362	EXCLUDE	prok:a-proteobacteria	97	Novosphingobium resinovorum	Quesada_SQIIe_MSU1
ctg8361	1	145240	145240	EXCLUDE	prok:a-proteobacteria	92	Devosia sp. 66-14	Quesada_SQIIe_MSU1
ctg8395	1	153702	153702	EXCLUDE	prok:a-proteobacteria	93	Pelagibacterium sp. SCN 64-44	Quesada_SQIIe_MSU1
ctg4287	1	5839	5839	EXCLUDE	prok:b-proteobacteria	100	Mitsuaria chitosanitabida	Quesada_SQIIe_MSU1
ctg7789	1	53476	53476	EXCLUDE	prok:b-proteobacteria	100	Acidovorax wautersii	Quesada_SQIIe_MSU1
ctg8222	1	93977	93977	EXCLUDE	prok:a-proteobacteria	98	Novosphingobium resinovorum	Quesada_SQIIe_MSU1
ctg6919	1	25889	25889	EXCLUDE	prok:a-proteobacteria	98	Caulobacter radicis	Quesada_SQIIe_MSU1
ctg4918	1	10615	10615	EXCLUDE	prok:a-proteobacteria	92	Ancylobacter sonchi	Quesada_SQIIe_MSU1
ctg7422	1	31941	31941	EXCLUDE	prok:a-proteobacteria	82	Devosia insulae	Quesada_SQIIe_MSU1
ctg6916	1	26042	26042	EXCLUDE	prok:b-proteobacteria	100	Pseudorhodoferax aquiterrae	Quesada_SQIIe_MSU1
ctg7781	1	43169	43169	EXCLUDE	prok:b-proteobacteria	98	Methylophilus rhizosphaerae	Quesada_SQIIe_MSU1
ctg4452	1	5522	5522	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas tohonis	Quesada_SQIIe_MSU1
ctg2356	1	5065	5065	EXCLUDE	prok:CFB group bacteria	100	Pedobacter suwonensis	Quesada_SQIIe_MSU1
ctg6858	1	24400	24400	EXCLUDE	prok:b-proteobacteria	99	Acidovorax radicis	Quesada_SQIIe_MSU1
ctg8542	1	345958	345958	EXCLUDE	prok:b-proteobacteria	69	Xenophilus azovorans	Quesada_SQIIe_MSU1
ctg8356	1	148712	148712	EXCLUDE	prok:CFB group bacteria	81	Pseudobacter ginsenosidimutans	Quesada_SQIIe_MSU1
ctg6874	1	24373	24373	EXCLUDE	prok:CFB group bacteria	68	Flavihumibacter stibioxidans	Quesada_SQIIe_MSU1
ctg6454	1	19347	19347	EXCLUDE	prok:b-proteobacteria	69	Comamonas thiooxydans	Quesada_SQIIe_MSU1
ctg7777	1	40400	40400	EXCLUDE	prok:high GC Gram+	100	Microbacterium saperdae	Quesada_SQIIe_MSU1
ctg6905	1	22826	22826	EXCLUDE	prok:high GC Gram+	91	Nocardioides litoris	Quesada_SQIIe_MSU1
ctg6914	1	25630	25630	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas sichuanensis	Quesada_SQIIe_MSU1
ctg6249	1	18757	18757	EXCLUDE	prok:g-proteobacteria	96	Pseudomonas tohonis	Quesada_SQIIe_MSU1
ctg4551	1	7146	7146	EXCLUDE	prok:a-proteobacteria	68	Devosia sp. 66-14	Quesada_SQIIe_MSU1
ctg6863	1	20459	20459	EXCLUDE	prok:a-proteobacteria	100	Bosea robiniae	Quesada_SQIIe_MSU1
ctg5070	1	9416	9416	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas monteilii	Quesada_SQIIe_MSU1
ctg8389	1	157807	157807	EXCLUDE	prok:b-proteobacteria	89	Pseudorhodoferax soli	Quesada_SQIIe_MSU1
ctg6912	1	25870	25870	EXCLUDE	prok:CFB group bacteria	72	Myroides aquimaris	Quesada_SQIIe_MSU1
ctg4916	1	7727	7727	EXCLUDE	prok:high GC Gram+	100	Aeromicrobium sp.	Quesada_SQIIe_MSU1
ctg6166	1	19660	19660	EXCLUDE	prok:a-proteobacteria	92	Devosia elaeis	Quesada_SQIIe_MSU1
ctg6220	1	15582	15582	EXCLUDE	prok:a-proteobacteria	82	Microvirga thermotolerans	Quesada_SQIIe_MSU1
ctg6450	1	20785	20785	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium cavarae	Quesada_SQIIe_MSU1
ctg4973	1	9036	9036	EXCLUDE	prok:a-proteobacteria	100	Devosia sp. 66-14	Quesada_SQIIe_MSU1
ctg8667	1	1064165	1064165	EXCLUDE	prok:a-proteobacteria	92	Devosia riboflavina	Quesada_SQIIe_MSU1
ctg3225	1	6739	6739	EXCLUDE	prok:b-proteobacteria	97	Mitsuaria chitinivorans	Quesada_SQIIe_MSU1
ctg6228	1	20301	20301	EXCLUDE	prok:a-proteobacteria	100	Shinella sp.	Quesada_SQIIe_MSU1
ctg7429	1	28426	28426	EXCLUDE	prok:a-proteobacteria	100	Devosia soli	Quesada_SQIIe_MSU1
ctg6855	1	22440	22440	EXCLUDE	prok:a-proteobacteria	100	Sphingobium yanoikuyae	Quesada_SQIIe_MSU1
ctg6620	1	20449	20449	EXCLUDE	prok:high GC Gram+	77	Aeromicrobium sp. REDSEA-S44_B1	Quesada_SQIIe_MSU1
ctg7138	1	26776	26776	EXCLUDE	prok:a-proteobacteria	100	Shinella granuli	Quesada_SQIIe_MSU1
ctg6564	1	16744	16744	EXCLUDE	prok:a-proteobacteria	97	Sphingobium yanoikuyae	Quesada_SQIIe_MSU1
ctg7140	1	30424	30424	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium fabacearum	Quesada_SQIIe_MSU1
ctg6588	1	23271	23271	EXCLUDE	prok:b-proteobacteria	97	Pseudorhodoferax soli	Quesada_SQIIe_MSU1
ctg6560	1	20653	20653	EXCLUDE	prok:proteobacteria	95	Bdellovibrio bacteriovorus	Quesada_SQIIe_MSU1
ctg6763	1	31135	31135	EXCLUDE	prok:CFB group bacteria	97	Sphingobacterium corticibacter	Quesada_SQIIe_MSU1
ctg6559	1	21960	21960	EXCLUDE	prok:high GC Gram+	95	Nocardioides plantarum	Quesada_SQIIe_MSU1
ctg6444	1	19049	19049	EXCLUDE	prok:a-proteobacteria	97	Bosea robiniae	Quesada_SQIIe_MSU1
ctg6557	1	21128	21128	EXCLUDE	prok:a-proteobacteria	93	Angulomicrobium tetraedrale	Quesada_SQIIe_MSU1
ctg8672	1	1161403	1161403	EXCLUDE	prok:a-proteobacteria	95	Devosia riboflavina	Quesada_SQIIe_MSU1
ctg6807	1	18506	18506	EXCLUDE	prok:high GC Gram+	100	Nocardioides zeae	Quesada_SQIIe_MSU1
ctg4418	1	9404	9404	EXCLUDE	prok:high GC Gram+	83	Microbacterium chocolatum	Quesada_SQIIe_MSU1
ctg8683	1	1670065	1670065	EXCLUDE	prok:CFB group bacteria	98	Flavobacterium johnsoniae	Quesada_SQIIe_MSU1
ctg6804	1	22414	22414	EXCLUDE	prok:b-proteobacteria	100	Pseudorhodoferax soli	Quesada_SQIIe_MSU1
ctg6815	1	21012	21012	EXCLUDE	prok:high GC Gram+	62	Microbacterium paraoxydans	Quesada_SQIIe_MSU1
ctg6823	1	23197	23197	EXCLUDE	prok:a-proteobacteria	34	Ancylobacter pratisalsi	Quesada_SQIIe_MSU1
ctg7154	1	29306	29306	EXCLUDE	prok:g-proteobacteria	100	Stenotrophomonas maltophilia	Quesada_SQIIe_MSU1
ctg6818	1	21788	21788	EXCLUDE	prok:a-proteobacteria	100	Roseomonas deserti	Quesada_SQIIe_MSU1
ctg5689	1	12234	12234	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium cavarae	Quesada_SQIIe_MSU1
ctg8677	1	1299340	1299340	EXCLUDE	prok:high GC Gram+	80	Nakamurella deserti	Quesada_SQIIe_MSU1
ctg5746	1	13543	13543	EXCLUDE	prok:b-proteobacteria	100	Pseudorhodoferax soli	Quesada_SQIIe_MSU1
ctg6761	1	25965	25965	EXCLUDE	prok:a-proteobacteria	80	Devosia sp. 66-14	Quesada_SQIIe_MSU1
ctg5853	1	10569	10569	EXCLUDE	prok:high GC Gram+	100	Microbacterium foliorum	Quesada_SQIIe_MSU1
ctg6759	1	19745	19745	EXCLUDE	prok:a-proteobacteria	100	Devosia elaeis	Quesada_SQIIe_MSU1
ctg7145	1	26518	26518	EXCLUDE	prok:a-proteobacteria	95	Bosea robiniae	Quesada_SQIIe_MSU1
ctg4415	1	5686	5686	EXCLUDE	prok:b-proteobacteria	100	Pseudorhodoferax aquiterrae	Quesada_SQIIe_MSU1
ctg6596	1	18089	18089	EXCLUDE	prok:a-proteobacteria	69	Devosia geojensis	Quesada_SQIIe_MSU1
ctg8681	1	1501604	1501604	EXCLUDE	prok:CFB group bacteria	94	Dyadobacter luteus	Quesada_SQIIe_MSU1
ctg5681	1	8985	8985	EXCLUDE	prok:a-proteobacteria	100	Sphingopyxis terrae	Quesada_SQIIe_MSU1
ctg4624	1	7857	7857	EXCLUDE	prok:a-proteobacteria	100	Rhodopseudomonas boonkerdii	Quesada_SQIIe_MSU1
ctg7139	1	27655	27655	EXCLUDE	prok:b-proteobacteria	49	Simplicispira suum	Quesada_SQIIe_MSU1
ctg6439	1	18908	18908	EXCLUDE	prok:b-proteobacteria	100	Delftia acidovorans	Quesada_SQIIe_MSU1
ctg7152	1	29159	29159	EXCLUDE	prok:a-proteobacteria	100	Shinella yambaruensis	Quesada_SQIIe_MSU1
ctg6592	1	19944	19944	EXCLUDE	prok:a-proteobacteria	100	Roseomonas deserti	Quesada_SQIIe_MSU1
ctg6749	1	23162	23162	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium fabacearum	Quesada_SQIIe_MSU1
ctg6563	1	19365	19365	EXCLUDE	prok:a-proteobacteria	100	Novosphingobium resinovorum	Quesada_SQIIe_MSU1
ctg4693	1	9603	9603	EXCLUDE	prok:b-proteobacteria	100	Acidovorax wautersii	Quesada_SQIIe_MSU1
ctg6753	1	23818	23818	EXCLUDE	prok:b-proteobacteria	36	Pseudorhodoferax soli	Quesada_SQIIe_MSU1
ctg6561	1	24036	24036	EXCLUDE	prok:a-proteobacteria	69	Agrobacterium cavarae	Quesada_SQIIe_MSU1
ctg4698	1	9963	9963	EXCLUDE	prok:high GC Gram+	96	Microbacterium oleivorans	Quesada_SQIIe_MSU1
ctg6820	1	20744	20744	REVIEW	prok:b-proteobacteria	14	Acidovorax facilis	Quesada_SQIIe_MSU1
ctg8679	1	1423940	1423940	EXCLUDE	prok:high GC Gram+	85	Nakamurella endophytica	Quesada_SQIIe_MSU1
ctg6809	1	26011	26011	EXCLUDE	prok:a-proteobacteria	78	Novosphingobium guangzhouense	Quesada_SQIIe_MSU1
ctg4677	1	8890	8890	EXCLUDE	prok:a-proteobacteria	100	Devosia soli	Quesada_SQIIe_MSU1
ctg6583	1	20890	20890	EXCLUDE	prok:b-proteobacteria	100	Delftia acidovorans	Quesada_SQIIe_MSU1
ctg7150	1	27566	27566	EXCLUDE	prok:a-proteobacteria	92	Bosea thiooxidans	Quesada_SQIIe_MSU1
ctg6757	1	22059	22059	EXCLUDE	prok:high GC Gram+	93	Nocardioides litoris	Quesada_SQIIe_MSU1
ctg5713	1	19162	19162	EXCLUDE	prok:b-proteobacteria	97	Methylophilus sp. UBA6697	Quesada_SQIIe_MSU1
ctg5749	1	16255	16255	EXCLUDE	prok:g-proteobacteria	85	Pseudomonas otitidis	Quesada_SQIIe_MSU1
ctg6747	1	21517	21517	EXCLUDE	prok:b-proteobacteria	93	Pseudorhodoferax soli	Quesada_SQIIe_MSU1
ctg4709	1	8642	8642	EXCLUDE	prok:a-proteobacteria	74	Corticibacterium populi	Quesada_SQIIe_MSU1
ctg4701	1	9683	9683	EXCLUDE	prok:high GC Gram+	100	Microbacterium foliorum	Quesada_SQIIe_MSU1
ctg7147	1	24337	24337	EXCLUDE	prok:g-proteobacteria	89	Pseudomonas sichuanensis	Quesada_SQIIe_MSU1
ctg6580	1	18304	18304	EXCLUDE	prok:b-proteobacteria	94	Mitsuaria chitinivorans	Quesada_SQIIe_MSU1
ctg6755	1	22186	22186	EXCLUDE	prok:a-proteobacteria	100	Rhizobium rhizophilum	Quesada_SQIIe_MSU1
ctg4628	1	7143	7143	EXCLUDE	prok:a-proteobacteria	100	Rhodopseudomonas boonkerdii	Quesada_SQIIe_MSU1
ctg7137	1	27908	27908	EXCLUDE	prok:a-proteobacteria	88	Novosphingobium resinovorum	Quesada_SQIIe_MSU1
ctg7146	1	30583	30583	EXCLUDE	prok:b-proteobacteria	93	Pseudorhodoferax soli	Quesada_SQIIe_MSU1
ctg7144	1	27279	27279	EXCLUDE	prok:b-proteobacteria	96	Pseudorhodoferax aquiterrae	Quesada_SQIIe_MSU1
ctg7142	1	29076	29076	EXCLUDE	prok:a-proteobacteria	93	Agrobacterium cavarae	Quesada_SQIIe_MSU1
ctg6625	1	17606	17606	EXCLUDE	prok:high GC Gram+	52	Aeromicrobium erythreum	Quesada_SQIIe_MSU1
ctg4606	1	9363	9363	EXCLUDE	prok:high GC Gram+	100	Aeromicrobium sp.	Quesada_SQIIe_MSU1
ctg3444	1	5157	5157	EXCLUDE	prok:b-proteobacteria	100	Pigmentiphaga kullae	Quesada_SQIIe_MSU1
ctg4389	1	7158	7158	EXCLUDE	prok:a-proteobacteria	100	Sphingobium yanoikuyae	Quesada_SQIIe_MSU1
ctg5670	1	13935	13935	EXCLUDE	prok:CFB group bacteria	95	Flavobacterium album	Quesada_SQIIe_MSU1
ctg5986	1	15934	15934	EXCLUDE	prok:a-proteobacteria	89	Devosia elaeis	Quesada_SQIIe_MSU1
ctg4482	1	7289	7289	EXCLUDE	prok:g-proteobacteria	97	Pseudomonas urmiensis	Quesada_SQIIe_MSU1
ctg4549	1	11342	11342	EXCLUDE	prok:CFB group bacteria	85	Flavihumibacter rivuli	Quesada_SQIIe_MSU1
ctg4296	1	7124	7124	EXCLUDE	prok:a-proteobacteria	82	Devosia sediminis	Quesada_SQIIe_MSU1
ctg4489	1	8241	8241	EXCLUDE	prok:a-proteobacteria	97	Brevundimonas goettingensis	Quesada_SQIIe_MSU1
ctg4376	1	7420	7420	EXCLUDE	prok:high GC Gram+	96	Diaminobutyricimonas aerilata	Quesada_SQIIe_MSU1
ctg5988	1	16275	16275	EXCLUDE	prok:a-proteobacteria	100	Caulobacter radicis	Quesada_SQIIe_MSU1
ctg5798	1	13578	13578	EXCLUDE	prok:high GC Gram+	68	Labedella endophytica	Quesada_SQIIe_MSU1
ctg4357	1	8452	8452	EXCLUDE	prok:high GC Gram+	100	Microbacterium oleivorans	Quesada_SQIIe_MSU1
ctg5969	1	14866	14866	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium fabacearum	Quesada_SQIIe_MSU1
ctg5968	1	12733	12733	EXCLUDE	prok:b-proteobacteria	100	Variovorax sp. 67-131	Quesada_SQIIe_MSU1
ctg3113	1	5155	5155	EXCLUDE	prok:CFB group bacteria	100	Pedobacter suwonensis	Quesada_SQIIe_MSU1
ctg5984	1	17233	17233	EXCLUDE	prok:a-proteobacteria	100	Rhodopseudomonas boonkerdii	Quesada_SQIIe_MSU1
