id	source	Description
Pcub-SC1982_001_000916.1	eggnog	Protein tyrosine kinase
Pcub-SC1982_001_000915.1	eggnog	domain-containing protein
Pcub-SC1982_001_000914.1	eggnog	Mitochondrial carrier protein
Pcub-SC1982_001_000176.1	eggnog	Protein tyrosine kinase
Pcub-SC1982_001_000913.1	interproscan	PTHR13322 domain-containing protein
Pcub-SC1982_001_000177.1	eggnog	Protein present in Fab1, YOTB, Vac1, and EEA1
Pcub-SC1982_001_000178.1	eggnog	N-terminal region of Chorein or VPS13
Pcub-SC1982_001_000912.1	eggnog	COPI associated protein
Pcub-SC1982_001_000911.1	eggnog	Extension to Ser/Thr-type protein kinases
Pcub-SC1982_001_000179.1	eggnog	Middle or third domain of peptidase_M16
Pcub-SC1982_001_000180.1	eggnog	Protein of unknown function (DUF1336)
Pcub-SC1982_001_000181.1	blastp	Homology to Phytophthora nicotianae predicted protein ETM31951.1
Pcub-SC1982_001_000182.1	eggnog	Required for maturation of ribosomal RNAs and formation of the large ribosomal subunit
Pcub-SC1982_001_000910.1	eggnog	domain-containing protein
Pcub-SC1982_001_000183.1	eggnog	Cellulase (glycosyl hydrolase family 5)
Pcub-SC1982_001_000184.1	blastp	Homology to Phytophthora nicotianae predicted protein ETI56408.1
Pcub-SC1982_001_000909.1	blastp	Homology to Phytophthora sojae predicted protein XP_009533363.1
Pcub-SC1982_001_000908.1	blastp	Homology to Peronospora effusa predicted protein RQM15203.1
Pcub-SC1982_001_000907.1	eggnog	domain-containing protein
Pcub-SC1982_001_000906.1	interproscan	PTHR43362 domain-containing protein
Pcub-SC1982_001_000185.1	eggnog	6,7-dimethyl-8-ribityllumazine synthase
Pcub-SC1982_001_000905.1	eggnog	Ribosomal protein L11/L12
Pcub-SC1982_001_000186.1	interproscan	SSF51556 domain-containing protein
Pcub-SC1982_001_000904.1	eggnog	ubiE/COQ5 methyltransferase family
Pcub-SC1982_001_000187.1	blastp	Homology to Peronospora farinosa predicted protein CAH0485693.1
Pcub-SC1982_001_000188.1	eggnog	domain-containing protein
Pcub-SC1982_001_000189.1	blastp	Homology to Peronospora effusa predicted protein RQM15203.1
Pcub-SC1982_001_000190.1	eggnog	The ARF-like 2 binding protein BART
Pcub-SC1982_001_000903.1	eggnog	Lipopolysaccharide kinase (Kdo/WaaP) family
Pcub-SC1982_001_000902.1	eggnog	NADH ubiquinone oxidoreductase, 20 Kd subunit
Pcub-SC1982_001_000191.1	eggnog	Zinc knuckle
Pcub-SC1982_001_000192.1	eggnog	NADH ubiquinone oxidoreductase, 20 Kd subunit
Pcub-SC1982_001_000901.1	eggnog	Belongs to the major facilitator superfamily
Pcub-SC1982_001_000900.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000193.1	eggnog	Belongs to the major facilitator superfamily
Pcub-SC1982_001_000899.1	eggnog	domain-containing protein
Pcub-SC1982_001_000898.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_001_000194.1	eggnog	DNA double-strand break processing involved in repair via single-strand annealing (RBBP8)
Pcub-SC1982_001_000195.1	eggnog	Domain of unknown function (DUF4558)
Pcub-SC1982_001_000897.1	eggnog	Phosphatidylinositol transfer protein
Pcub-SC1982_001_000196.1	eggnog	High-temperature-induced dauer-formation protein
Pcub-SC1982_001_000896.1	eggnog	Inositol polyphosphate phosphatase, catalytic domain homologues
Pcub-SC1982_001_000197.1	eggnog	Vps5 C terminal like
Pcub-SC1982_001_000895.1	eggnog	Papain family cysteine protease
Pcub-SC1982_001_000894.1	blastp	Homology to Peronospora effusa predicted protein RMX63571.1
Pcub-SC1982_001_000893.1	eggnog	domain-containing protein
Pcub-SC1982_001_000892.1	eggnog	domain-containing protein
Pcub-SC1982_001_000891.1	eggnog	Component of the post-replicative DNA mismatch repair system (MMR) (MSH3)
Pcub-SC1982_001_000890.1	eggnog	Component of the post-replicative DNA mismatch repair system (MMR)
Pcub-SC1982_001_000198.1	interproscan	PTHR34649 domain-containing protein
Pcub-SC1982_001_000199.1	eggnog	Na+/Pi-cotransporter
Pcub-SC1982_001_000889.1	eggnog	tRNA processing
Pcub-SC1982_001_000200.1	eggnog	WD40 repeats
Pcub-SC1982_001_000201.1	interproscan	PTHR31954 domain-containing protein
Pcub-SC1982_001_000888.1	eggnog	Ribosomal protein S12/S23
Pcub-SC1982_001_000202.1	eggnog	domain-containing protein
Pcub-SC1982_001_000203.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000887.1	eggnog	Middle or third domain of peptidase_M16
Pcub-SC1982_001_000886.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000204.1	eggnog	domain-containing protein
Pcub-SC1982_001_000205.1	eggnog	cell redox homeostasis
Pcub-SC1982_001_000206.1	eggnog	cell redox homeostasis
Pcub-SC1982_001_000207.1	eggnog	Middle or third domain of peptidase_M16
Pcub-SC1982_001_000885.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000208.1	eggnog	domain-containing protein
Pcub-SC1982_001_000209.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000210.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000884.1	eggnog	Middle or third domain of peptidase_M16
Pcub-SC1982_001_000211.1	blastp	Homology to Phytophthora cactorum predicted protein KAF1793273.1
Pcub-SC1982_001_000883.1	eggnog	MAP kinase kinase activity
Pcub-SC1982_001_000212.1	eggnog	MAP kinase kinase activity
Pcub-SC1982_001_000213.1	eggnog	domain-containing protein
Pcub-SC1982_001_000882.1	eggnog	domain-containing protein
Pcub-SC1982_001_000881.1	eggnog	Belongs to the GST superfamily
Pcub-SC1982_001_000214.1	interproscan	beta-trefoil_FSCN-like (cd00257)
Pcub-SC1982_001_000215.1	eggnog	domain-containing protein
Pcub-SC1982_001_000880.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000879.1	eggnog	Hydroxyacylglutathione hydrolase C-terminus
Pcub-SC1982_001_000216.1	eggnog	Hydroxyacylglutathione hydrolase C-terminus
Pcub-SC1982_001_000878.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000877.1	eggnog	RING-like zinc finger
Pcub-SC1982_001_000217.1	eggnog	domain-containing protein
Pcub-SC1982_001_000218.1	eggnog	domain-containing protein
Pcub-SC1982_001_000876.1	eggnog	domain-containing protein
Pcub-SC1982_001_000219.1	blastp	Homology to Phytophthora capsici predicted protein KAG1691122.1
Pcub-SC1982_001_000220.1	eggnog	domain-containing protein
Pcub-SC1982_001_000875.1	eggnog	sequence-specific DNA binding
Pcub-SC1982_001_000874.1	eggnog	FYVE zinc finger
Pcub-SC1982_001_000221.1	eggnog	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily
Pcub-SC1982_001_000873.1	blastp	Homology to Phytophthora capsici predicted protein KAG1691122.1
Pcub-SC1982_001_000872.1	eggnog	Tetraspanin family
Pcub-SC1982_001_000222.1	eggnog	Sugar (and other) transporter
Pcub-SC1982_001_000223.1	interproscan	G3DSA:2.80.10.50 domain-containing protein
Pcub-SC1982_001_000871.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7379429.1
Pcub-SC1982_001_000870.1	blastp	Homology to Phytophthora fragariaefolia predicted protein GMF21714.1
Pcub-SC1982_001_000224.1	eggnog	Domain with 2 conserved Trp (W) residues
Pcub-SC1982_001_000869.1	eggnog	Sugar (and other) transporter
Pcub-SC1982_001_000225.1	eggnog	domain-containing protein
Pcub-SC1982_001_000226.1	eggnog	domain-containing protein
Pcub-SC1982_001_000868.1	eggnog	Domain with 2 conserved Trp (W) residues
Pcub-SC1982_001_000227.1	blastp	Homology to Phytophthora fragariaefolia predicted protein GMF21714.1
Pcub-SC1982_001_000228.1	eggnog	Sugar (and other) transporter
Pcub-SC1982_001_000229.1	eggnog	Sugar (and other) transporter
Pcub-SC1982_001_000867.1	eggnog	Belongs to the major facilitator superfamily
Pcub-SC1982_001_000230.1	eggnog	Belongs to the major facilitator superfamily
Pcub-SC1982_001_000231.1	eggnog	domain-containing protein
Pcub-SC1982_001_000232.1	eggnog	acid phosphatase activity
Pcub-SC1982_001_000233.1	eggnog	Transmembrane amino acid transporter protein
Pcub-SC1982_001_000866.1	blastp	Homology to Peronospora farinosa predicted protein CAH0490499.1
Pcub-SC1982_001_000234.1	blastp	Homology to Peronospora farinosa predicted protein CAH0490499.1
Pcub-SC1982_001_000865.1	eggnog	domain-containing protein
Pcub-SC1982_001_000864.1	eggnog	domain-containing protein
Pcub-SC1982_001_000235.1	eggnog	Metallopeptidase family M24
Pcub-SC1982_001_000863.1	eggnog	Required for maturation of ribosomal RNAs and formation of the large ribosomal subunit
Pcub-SC1982_001_000236.1	eggnog	Helicase associated domain (HA2) Add an annotation
Pcub-SC1982_001_000237.1	eggnog	Mannosyltransferase putative
Pcub-SC1982_001_000862.1	eggnog	Sugar (and other) transporter
Pcub-SC1982_001_000861.1	interproscan	PTHR31827 domain-containing protein
Pcub-SC1982_001_000860.1	interproscan	PTHR31827 domain-containing protein
Pcub-SC1982_001_000238.1	eggnog	domain-containing protein
Pcub-SC1982_001_000859.1	interproscan	HD_CCDC61_N (cd22284)
Pcub-SC1982_001_000239.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2771810.1
Pcub-SC1982_001_000858.1	eggnog	histone lysine demethylation
Pcub-SC1982_001_000857.1	eggnog	histone lysine demethylation
Pcub-SC1982_001_000856.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000240.1	eggnog	Mannosyltransferase putative
Pcub-SC1982_001_000241.1	eggnog	Mannosyltransferase putative
Pcub-SC1982_001_000855.1	eggnog	domain-containing protein
Pcub-SC1982_001_000242.1	eggnog	UvrB/uvrC motif
Pcub-SC1982_001_000854.1	blastp	Homology to Peronospora destructor predicted protein CAI5741339.1
Pcub-SC1982_001_000853.1	eggnog	WD domain, G-beta repeat
Pcub-SC1982_001_000852.1	blastp	Homology to Phytophthora palmivora predicted protein POM66542.1
Pcub-SC1982_001_000851.1	eggnog	Mitochondrial carrier protein
Pcub-SC1982_001_000243.1	eggnog	Sin3 binding region of histone deacetylase complex subunit SAP30
Pcub-SC1982_001_000850.1	eggnog	WD domain, G-beta repeat
Pcub-SC1982_001_000244.1	blastp	Homology to Peronospora farinosa predicted protein CAH0486217.1
Pcub-SC1982_001_000245.1	eggnog	domain-containing protein
Pcub-SC1982_001_000246.1	eggnog	domain-containing protein
Pcub-SC1982_001_000849.1	interproscan	G3DSA:3.40.50.2000 domain-containing protein
Pcub-SC1982_001_000247.1	eggnog	GDA1/CD39 (nucleoside phosphatase) family
Pcub-SC1982_001_000848.1	eggnog	Crinkler (CRN) family protein
Pcub-SC1982_001_000847.1	interproscan	PTHR22796 domain-containing protein
Pcub-SC1982_001_000846.1	eggnog	domain-containing protein
Pcub-SC1982_001_000248.1	eggnog	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
Pcub-SC1982_001_000845.1	eggnog	Sphingolipid Delta4-desaturase (DES)
Pcub-SC1982_001_000249.1	eggnog	Aluminium induced protein
Pcub-SC1982_001_000250.1	eggnog	Tubulin-tyrosine ligase family
Pcub-SC1982_001_000844.1	eggnog	Cys/Met metabolism PLP-dependent enzyme
Pcub-SC1982_001_000251.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2764553.1
Pcub-SC1982_001_000252.1	eggnog	Protein tyrosine kinase
Pcub-SC1982_001_000253.1	eggnog	domain-containing protein
Pcub-SC1982_001_000843.1	eggnog	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family
Pcub-SC1982_001_000842.1	eggnog	domain-containing protein
Pcub-SC1982_001_000254.1	eggnog	Glutaredoxin
Pcub-SC1982_001_000255.1	eggnog	ELMO/CED-12 family
Pcub-SC1982_001_000256.1	blastp	Homology to Phytophthora nicotianae predicted protein ETO85650.1
Pcub-SC1982_001_000841.1	eggnog	domain-containing protein
Pcub-SC1982_001_000257.1	interproscan	SSF54427 domain-containing protein
Pcub-SC1982_001_000840.1	eggnog	Putative GTP-ase activating proteins for the small GTPase, ARF
Pcub-SC1982_001_000258.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000259.1	blastp	Homology to Phytophthora nicotianae predicted protein KUF80866.1
Pcub-SC1982_001_000839.1	eggnog	Ferrous iron transport protein B
Pcub-SC1982_001_000838.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000837.1	eggnog	Component of the coenzyme Q biosynthetic pathway
Pcub-SC1982_001_000836.1	eggnog	domain-containing protein
Pcub-SC1982_001_000835.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0522371.1
Pcub-SC1982_001_000834.1	eggnog	domain-containing protein
Pcub-SC1982_001_000833.1	eggnog	domain-containing protein
Pcub-SC1982_001_000832.1	eggnog	PhoX homologous domain, present in p47phox and p40phox
Pcub-SC1982_001_000831.1	eggnog	Protein present in Fab1, YOTB, Vac1, and EEA1
Pcub-SC1982_001_000260.1	eggnog	Adenylate cyclase associated (CAP) C terminal
Pcub-SC1982_001_000830.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000829.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000261.1	eggnog	Cyclin_C
Pcub-SC1982_001_000262.1	eggnog	domain-containing protein
Pcub-SC1982_001_000828.1	eggnog	Ribosomal_L31e
Pcub-SC1982_001_000263.1	eggnog	domain-containing protein
Pcub-SC1982_001_000264.1	eggnog	PhoX homologous domain, present in p47phox and p40phox
Pcub-SC1982_001_000265.1	eggnog	domain-containing protein
Pcub-SC1982_001_000266.1	eggnog	domain-containing protein
Pcub-SC1982_001_000267.1	eggnog	Protein present in Fab1, YOTB, Vac1, and EEA1
Pcub-SC1982_001_000827.1	eggnog	domain-containing protein
Pcub-SC1982_001_000826.1	eggnog	BT1 family
Pcub-SC1982_001_000268.1	eggnog	sperm axoneme assembly
Pcub-SC1982_001_000825.1	eggnog	Putative serine esterase (DUF676)
Pcub-SC1982_001_000824.1	eggnog	60Kd inner membrane protein
Pcub-SC1982_001_000269.1	eggnog	domain-containing protein
Pcub-SC1982_001_000823.1	eggnog	Protein present in Fab1, YOTB, Vac1, and EEA1
Pcub-SC1982_001_000270.1	eggnog	IMP-specific 5'-nucleotidase
Pcub-SC1982_001_000822.1	eggnog	Domain in Tre-2, BUB2p, and Cdc16p
Pcub-SC1982_001_000271.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7392016.1
Pcub-SC1982_001_000821.1	eggnog	Rab subfamily of small GTPases
Pcub-SC1982_001_000820.1	interproscan	SSF52540 domain-containing protein
Pcub-SC1982_001_000272.1	interproscan	SSF52540 domain-containing protein
Pcub-SC1982_001_000273.1	blastp	Homology to Aphanomyces stellatus predicted protein KAF0713434.1
Pcub-SC1982_001_000274.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000819.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000818.1	blastp	Homology to Aphanomyces stellatus predicted protein KAF0713434.1
Pcub-SC1982_001_000275.1	eggnog	microtubule binding
Pcub-SC1982_001_000276.1	eggnog	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
Pcub-SC1982_001_000817.1	eggnog	RNA recognition motif
Pcub-SC1982_001_000277.1	eggnog	domain-containing protein
Pcub-SC1982_001_000816.1	blastp	Homology to Phytophthora lilii predicted protein GMF13940.1
Pcub-SC1982_001_000815.1	eggnog	guanyl-nucleotide exchange factor activity (MIB1)
Pcub-SC1982_001_000814.1	eggnog	Myosin. Large ATPases
Pcub-SC1982_001_000813.1	eggnog	PhoX homologous domain, present in p47phox and p40phox
Pcub-SC1982_001_000278.1	blastp	Homology to Phytophthora sojae predicted protein XP_009525670.1
Pcub-SC1982_001_000812.1	eggnog	Kinase-like
Pcub-SC1982_001_000279.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000280.1	eggnog	PhoX homologous domain, present in p47phox and p40phox
Pcub-SC1982_001_000811.1	eggnog	Helicase associated domain (HA2) Add an annotation
Pcub-SC1982_001_000810.1	eggnog	FK506 binding
Pcub-SC1982_001_000281.1	eggnog	domain-containing protein
Pcub-SC1982_001_000282.1	eggnog	SprT homologues
Pcub-SC1982_001_000809.1	interproscan	PTHR38019 domain-containing protein
Pcub-SC1982_001_000808.1	eggnog	PIN domain of ribonuclease
Pcub-SC1982_001_000283.1	eggnog	domain-containing protein
Pcub-SC1982_001_000284.1	eggnog	PPP5 TPR repeat region
Pcub-SC1982_001_000285.1	interproscan	PTHR15959 domain-containing protein
Pcub-SC1982_001_000807.1	eggnog	Domain with 2 conserved Trp (W) residues
Pcub-SC1982_001_000286.1	eggnog	ALG6, ALG8 glycosyltransferase family
Pcub-SC1982_001_000806.1	eggnog	Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)
Pcub-SC1982_001_000287.1	eggnog	SNARE associated Golgi protein
Pcub-SC1982_001_000288.1	eggnog	ABC transporter
Pcub-SC1982_001_000289.1	eggnog	ABC transporter
Pcub-SC1982_001_000290.1	eggnog	ABC transporter
Pcub-SC1982_001_000805.1	eggnog	Kazal type serine protease inhibitors
Pcub-SC1982_001_000291.1	eggnog	Kazal type serine protease inhibitors
Pcub-SC1982_001_000804.1	eggnog	ABC transporter
Pcub-SC1982_001_000803.1	eggnog	SNARE associated Golgi protein
Pcub-SC1982_001_000292.1	eggnog	domain-containing protein
Pcub-SC1982_001_000293.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000294.1	blastp	Homology to Phytophthora lilii predicted protein GMF30634.1
Pcub-SC1982_001_000802.1	eggnog	Phosphate transport (Pho88)
Pcub-SC1982_001_000295.1	eggnog	Zinc finger, C3HC4 type (RING finger)
Pcub-SC1982_001_000801.1	eggnog	protein geranylgeranylation
Pcub-SC1982_001_000296.1	eggnog	Frag1/DRAM/Sfk1 family
Pcub-SC1982_001_000800.1	blastp	Homology to Phytophthora lilii predicted protein GMF30634.1
Pcub-SC1982_001_000799.1	eggnog	domain-containing protein
Pcub-SC1982_001_000798.1	eggnog	domain-containing protein
Pcub-SC1982_001_000797.1	blastp	Homology to Phytophthora lilii predicted protein GMF30634.1
Pcub-SC1982_001_000297.1	eggnog	domain-containing protein
Pcub-SC1982_001_000796.1	eggnog	domain-containing protein
Pcub-SC1982_001_000298.1	eggnog	domain-containing protein
Pcub-SC1982_001_000299.1	blastp	Homology to Phytophthora lilii predicted protein GMF30634.1
Pcub-SC1982_001_000300.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000301.1	blastp	Homology to Phytophthora lilii predicted protein GMF30634.1
Pcub-SC1982_001_000302.1	eggnog	domain-containing protein
Pcub-SC1982_001_000303.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000304.1	blastp	Homology to Phytophthora lilii predicted protein GMF30634.1
Pcub-SC1982_001_000305.1	eggnog	domain-containing protein
Pcub-SC1982_001_000306.1	eggnog	domain-containing protein
Pcub-SC1982_001_000307.1	blastp	Homology to Phytophthora lilii predicted protein GMF30634.1
Pcub-SC1982_001_000308.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_001_000309.1	eggnog	Integral peroxisomal membrane peroxin
Pcub-SC1982_001_000795.1	blastp	Homology to Peronospora farinosa predicted protein CAH0492170.1
Pcub-SC1982_001_000310.1	blastp	Homology to Phytophthora ramorum predicted protein KAH7482423.1
Pcub-SC1982_001_000794.1	eggnog	DHHC palmitoyltransferase
Pcub-SC1982_001_000311.1	eggnog	The ARF-like 2 binding protein BART
Pcub-SC1982_001_000793.1	eggnog	domain-containing protein
Pcub-SC1982_001_000312.1	eggnog	WD domain, G-beta repeat
Pcub-SC1982_001_000792.1	eggnog	pfkB family carbohydrate kinase
Pcub-SC1982_001_000791.1	eggnog	Sec1 family
Pcub-SC1982_001_000790.1	eggnog	Pyridoxal-phosphate dependent enzyme
Pcub-SC1982_001_000789.1	eggnog	Belongs to the heat shock protein 70 family
Pcub-SC1982_001_000788.1	eggnog	Integral peroxisomal membrane peroxin
Pcub-SC1982_001_000787.1	unannotated	Hypothetical protein of unknown function
